id,text,stars,categoria
768,"Muy recomendado. Se nota el cuidado en los detalles y terminaciones. Además, la calidad de los materiales superó mis expectativas.",5,papeleria
769,Muy buena compra en general. Es exactamente como se veía en las fotos. Lo único es que no coincide para nada con las medidas publicadas.,4,mueble
770,"No cumplió del todo mis expectativas. El cojín de Rukan el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,textil
771,"No lo recomiendo para nada. Compré una silla Fabril y el tamaño real es bastante menor al que aparece en la descripción. Además, venía con una pieza rota dentro de la caja. Por si fuera poco, el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,mueble
772,"Muy decepcionado con esta compra. Compré una agenda 2026 Bosque Design y el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, el acabado tiene burbujas y marcas de fábrica. No compraría de nuevo en esta tienda.",1,papeleria
773,Increíble calidad. Llegó antes de lo prometido y muy bien embalado.,5,papeleria
774,Increíble calidad. El proceso de compra y despacho fue impecable.,5,papeleria
775,"Tiene varios detalles que no me convencieron. El closet modular de Puno Studio olía fuerte a químico los primeros días. Eso sí, es exactamente como se veía en las fotos.",2,mueble
776,"¡Excelente! Combina perfecto con el resto de mi decoración. Además, el diseño es precioso y funcional a la vez.",5,textil
777,"Una de las peores experiencias de compra que he tenido. Compré una cinta LED Norden y el tamaño real es bastante menor al que aparece en la descripción. Además, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,iluminacion
778,Increíble calidad. Llegó antes de lo prometido y muy bien embalado. También el acabado se ve mucho más caro de lo que costó.,5,textil
779,"Bastante conforme con el producto. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que no coincide para nada con las medidas publicadas.",4,mueble
780,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo.",4,textil
781,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que venía con una pieza rota dentro de la caja.,4,textil
782,Muy buena compra en general. Llegó antes de lo prometido y muy bien embalado. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,mueble
783,Muy recomendado. Quedó espectacular en el living.,5,mueble
784,"Realmente una mala experiencia de principio a fin. Compré un set de rotuladores Fabril y no coincide para nada con las medidas publicadas. Sumado a eso, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Sumado a eso, olía fuerte a químico los primeros días. Una lástima, esperaba mucho más de esta marca.",1,papeleria
785,"Realmente una mala experiencia de principio a fin. Compré una agenda 2026 Cordillera Home y el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, el servicio al cliente no respondió ningún correo.",1,papeleria
786,"Esperaba mucho más por el precio que pagué. Compré un cargador rápido Cordillera Home y se despegó una parte a la semana de uso. Y lo peor: el servicio al cliente no respondió ningún correo. Sumado a eso, el color no se parece nada a la foto del sitio.",1,electronica
787,"Perfecto, tal cual se describe. Se nota el cuidado en los detalles y terminaciones. Y de paso, el proceso de compra y despacho fue impecable.",5,mueble
788,"Muy decepcionado con esta compra. Compré una cortina Casa Sur y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Por si fuera poco, se despegó una parte a la semana de uso. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas.",1,textil
789,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo. También llegó antes de lo prometido y muy bien embalado.",5,textil
790,"Muy decepcionado con esta compra. Compré una funda de sofá Cordillera Home y venía con una pieza rota dentro de la caja. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Por si fuera poco, el color no se parece nada a la foto del sitio. No compraría de nuevo en esta tienda.",1,textil
791,Bastante conforme con el producto. Quedó espectacular en el living. Lo único es que olía fuerte a químico los primeros días.,4,mueble
792,"Closet modular de Cordillera Home: es correcto sin sorprender, cumple su función.",3,mueble
793,Cumple bien lo que promete. Llegó antes de lo prometido y muy bien embalado.,4,mueble
794,"Una de las peores experiencias de compra que he tenido. Compré una cinta LED Bosque Design y el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
795,Muy recomendado. Es exactamente como se veía en las fotos. También quedó espectacular en el living.,5,mueble
796,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que olía fuerte a químico los primeros días.,4,papeleria
797,"Superó mis expectativas. Llegó antes de lo prometido y muy bien embalado. Y de paso, se nota el cuidado en los detalles y terminaciones.",5,papeleria
798,"Esperaba mucho más por el precio que pagué. Compré un closet modular Norden y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, el servicio al cliente no respondió ningún correo. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
799,"Agenda 2026 de Puno Studio: llegó a tiempo, aunque el embalaje podría mejorar.",3,papeleria
800,"Realmente una mala experiencia de principio a fin. Compré un sillón Lumina y el color no se parece nada a la foto del sitio. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Definitivamente no vale lo que cuesta.",1,mueble
801,,1,papeleria
802,Increíble calidad. Llegó antes de lo prometido y muy bien embalado. También es exactamente como se veía en las fotos.,5,mueble
803,"Superó mis expectativas. La calidad de los materiales superó mis expectativas. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
804,Muy buena compra en general. El proceso de compra y despacho fue impecable.,4,mueble
805,"Muy decepcionado con esta compra. Compré un closet modular Puno Studio y venía con una pieza rota dentro de la caja. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Sumado a eso, el color no se parece nada a la foto del sitio. Una lástima, esperaba mucho más de esta marca.",1,mueble
806,"Realmente una mala experiencia de principio a fin. Compré un set de rotuladores Rukan y el acabado tiene burbujas y marcas de fábrica. Además, no coincide para nada con las medidas publicadas. Para peor, llegó golpeado por todos lados, el embalaje era pésimo. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
807,Superó mis expectativas. El proceso de compra y despacho fue impecable. También la calidad de los materiales superó mis expectativas.,5,iluminacion
808,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo.",5,textil
809,"Realmente una mala experiencia de principio a fin. Compré una funda de sofá Rukan y se despegó una parte a la semana de uso. Además, faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Sumado a eso, el tamaño real es bastante menor al que aparece en la descripción. Una lástima, esperaba mucho más de esta marca.",1,textil
810,Muy buena compra en general. El proceso de compra y despacho fue impecable.,4,electronica
811,"¡Excelente! Se nota el cuidado en los detalles y terminaciones. Además, quedó espectacular en el living.",5,mueble
812,"Tiene varios detalles que no me convencieron. El teclado mecánico de Puno Studio llegó golpeado por todos lados, el embalaje era pésimo.",2,electronica
813,No cumplió del todo mis expectativas. El closet modular de Fabril se despegó una parte a la semana de uso.,2,mueble
814,Aplique de pared de Norden: el diseño me gusta pero la calidad es regular.,3,iluminacion
815,"Realmente una mala experiencia de principio a fin. Compré un block de bocetos Norden y el color no se parece nada a la foto del sitio. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Además, las instrucciones de armado están mal traducidas y no calzan con las piezas.",1,papeleria
816,Muy recomendado. Combina perfecto con el resto de mi decoración.,5,mueble
817,"No lo recomiendo para nada. Compré unos audífonos Cordillera Home y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: no coincide para nada con las medidas publicadas. Y lo peor: olía fuerte a químico los primeros días. Una lástima, esperaba mucho más de esta marca.",1,electronica
818,"Muy decepcionado con esta compra. Compré una agenda 2026 Estudio Maule y no coincide para nada con las medidas publicadas. Para peor, se despegó una parte a la semana de uso. Para peor, el acabado tiene burbujas y marcas de fábrica. Para peor, llegó con un rayón visible en la superficie. Definitivamente no vale lo que cuesta.",1,papeleria
819,Superó mis expectativas. El proceso de compra y despacho fue impecable. También se nota el cuidado en los detalles y terminaciones.,5,iluminacion
820,Superó mis expectativas. El diseño es precioso y funcional a la vez.,5,electronica
821,¡Excelente! El acabado se ve mucho más caro de lo que costó.,5,papeleria
822,"No lo recomiendo para nada. Compré un block de bocetos Estudio Maule y el acabado tiene burbujas y marcas de fábrica. Además, el servicio al cliente no respondió ningún correo.",1,papeleria
823,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo. También la calidad de los materiales superó mis expectativas.",5,mueble
824,Closet modular de Norden: el diseño me gusta pero la calidad es regular.,3,mueble
825,Bastante conforme con el producto. Combina perfecto con el resto de mi decoración.,4,iluminacion
826,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.,4,papeleria
827,"Esperaba algo mejor, la verdad. El parlante bluetooth de Puno Studio tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",2,electronica
828,Bastante conforme con el producto. El diseño es precioso y funcional a la vez. Lo único es que no coincide para nada con las medidas publicadas.,4,electronica
829,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que se despegó una parte a la semana de uso.",4,papeleria
830,"No lo recomiendo para nada. Compré una mesa de centro Bosque Design y el acabado tiene burbujas y marcas de fábrica. Sumado a eso, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Una lástima, esperaba mucho más de esta marca.",1,mueble
831,Realmente una mala experiencia de principio a fin. Compré una agenda 2026 Cordillera Home y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el acabado tiene burbujas y marcas de fábrica.,1,papeleria
832,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo.",5,textil
833,"Realmente una mala experiencia de principio a fin. Compré un closet modular Norden y se despegó una parte a la semana de uso. Sumado a eso, llegó con un rayón visible en la superficie. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
834,"Muy decepcionado con esta compra. Compré un mouse inalámbrico Norden y el servicio al cliente no respondió ningún correo. Sumado a eso, el color no se parece nada a la foto del sitio. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,electronica
835,Tiene varios detalles que no me convencieron. El colgante LED de Lumina el color no se parece nada a la foto del sitio.,2,iluminacion
836,"Tiene varios detalles que no me convencieron. El banco de Casa Sur el acabado tiene burbujas y marcas de fábrica. Eso sí, el proceso de compra y despacho fue impecable.",2,mueble
837,,3,textil
838,"Esperaba algo mejor, la verdad. Los audífonos de Tallerín el color no se parece nada a la foto del sitio.",2,electronica
839,Cumple bien lo que promete. El diseño es precioso y funcional a la vez. Lo único es que no coincide para nada con las medidas publicadas.,4,electronica
840,"Esperaba mucho más por el precio que pagué. Compré un velador Casa Sur y el servicio al cliente no respondió ningún correo. Además, llegó con un rayón visible en la superficie. Además, faltaban tornillos y tuve que comprarlos por mi cuenta. Definitivamente no vale lo que cuesta.",1,mueble
841,Increíble calidad. Quedó espectacular en el living.,5,iluminacion
842,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
843,"Esperaba algo mejor, la verdad. El teclado mecánico de Lumina el acabado tiene burbujas y marcas de fábrica. Eso sí, el proceso de compra y despacho fue impecable.",2,electronica
844,"Block de bocetos de Norden: llegó a tiempo, aunque el embalaje podría mejorar.",3,papeleria
845,"Muy recomendado. Es exactamente como se veía en las fotos. Además, el acabado se ve mucho más caro de lo que costó.",5,textil
846,Block de bocetos de Puno Studio: cumple lo básico pero nada extraordinario.,3,papeleria
847,"Bastante conforme con el producto. Es súper fácil de armar, en 10 minutos estaba listo.",4,mueble
848,"Realmente una mala experiencia de principio a fin. Compré una funda de sofá Puno Studio y llegó con un rayón visible en la superficie. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Una lástima, esperaba mucho más de esta marca.",1,textil
849,¡Excelente! Es exactamente como se veía en las fotos.,5,papeleria
850,Muy buena compra en general. Se nota el cuidado en los detalles y terminaciones.,4,papeleria
851,Muy recomendado. La calidad de los materiales superó mis expectativas.,5,textil
852,"No lo recomiendo para nada. Compré un banco Rukan y el tamaño real es bastante menor al que aparece en la descripción. Además, el material se siente mucho más barato de lo que se ve en las fotos. Una lástima, esperaba mucho más de esta marca.",1,mueble
853,"Esperaba algo mejor, la verdad. Los audífonos de Norden venía con una pieza rota dentro de la caja.",2,electronica
854,"Realmente una mala experiencia de principio a fin. Compré un escritorio Norden y el color no se parece nada a la foto del sitio. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Sumado a eso, no coincide para nada con las medidas publicadas.",1,mueble
855,"Esperaba algo mejor, la verdad. La mesa de centro de Lumina el color no se parece nada a la foto del sitio.",2,mueble
856,"Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Cordillera Home y el material se siente mucho más barato de lo que se ve en las fotos. Para peor, el servicio al cliente no respondió ningún correo. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Una lástima, esperaba mucho más de esta marca.",1,papeleria
857,"Una de las peores experiencias de compra que he tenido. Compré un block de bocetos Fabril y el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Para peor, llegó con un rayón visible en la superficie. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas.",1,papeleria
858,Muy buena compra en general. Combina perfecto con el resto de mi decoración.,4,electronica
859,Bastante conforme con el producto. Es exactamente como se veía en las fotos. Lo único es que no coincide para nada con las medidas publicadas.,4,mueble
860,¡Excelente! Combina perfecto con el resto de mi decoración.,5,electronica
861,"Escritorio de Puno Studio: está bien para el precio, aunque esperaba un poco más.",3,mueble
862,Muy recomendado. El diseño es precioso y funcional a la vez.,5,iluminacion
863,Bastante conforme con el producto. La calidad de los materiales superó mis expectativas.,4,textil
864,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó. Además, el proceso de compra y despacho fue impecable.",5,electronica
865,No cumplió del todo mis expectativas. La cortina de Estudio Maule las instrucciones de armado están mal traducidas y no calzan con las piezas.,2,textil
866,"No cumplió del todo mis expectativas. El cargador rápido de Cordillera Home venía con una pieza rota dentro de la caja. Eso sí, el diseño es precioso y funcional a la vez.",2,electronica
867,"Superó mis expectativas. Combina perfecto con el resto de mi decoración. Y de paso, la calidad de los materiales superó mis expectativas.",5,mueble
868,"Esperaba algo mejor, la verdad. El organizador de escritorio de Norden venía con una pieza rota dentro de la caja.",2,papeleria
869,"Increíble calidad. El acabado se ve mucho más caro de lo que costó. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,textil
870,"Increíble calidad. Es exactamente como se veía en las fotos. Y de paso, el acabado se ve mucho más caro de lo que costó.",5,textil
871,"Esperaba mucho más por el precio que pagué. Compré un closet modular Estudio Maule y faltaban tornillos y tuve que comprarlos por mi cuenta. Sumado a eso, se despegó una parte a la semana de uso. No compraría de nuevo en esta tienda.",1,mueble
872,"No lo recomiendo para nada. Compré una mesa de centro Rukan y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, el servicio al cliente no respondió ningún correo. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, no coincide para nada con las medidas publicadas. Definitivamente no vale lo que cuesta.",1,mueble
873,"Realmente una mala experiencia de principio a fin. Compré un banco Casa Sur y el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, el color no se parece nada a la foto del sitio. Por si fuera poco, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Definitivamente no vale lo que cuesta.",1,mueble
874,"Muy decepcionado con esta compra. Compré una mesa de centro Bosque Design y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Y lo peor: olía fuerte a químico los primeros días. Además, el envío se demoró casi tres semanas más de lo prometido. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
875,¡Excelente! Quedó espectacular en el living.,5,papeleria
876,Tiene varios detalles que no me convencieron. El set de rotuladores de Lumina el color no se parece nada a la foto del sitio.,2,papeleria
877,"Una de las peores experiencias de compra que he tenido. Compré un set de rotuladores Fabril y se despegó una parte a la semana de uso. Además, venía con una pieza rota dentro de la caja. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
878,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
879,"¡Excelente! Combina perfecto con el resto de mi decoración. Y de paso, se nota el cuidado en los detalles y terminaciones.",5,papeleria
880,Bastante conforme con el producto. El acabado se ve mucho más caro de lo que costó.,4,textil
881,Superó mis expectativas. Quedó espectacular en el living.,5,textil
882,Superó mis expectativas. El acabado se ve mucho más caro de lo que costó.,5,textil
883,Muy recomendado. Se nota el cuidado en los detalles y terminaciones.,5,mueble
884,"Perfecto, tal cual se describe. Combina perfecto con el resto de mi decoración.",5,electronica
885,"Organizador de escritorio de Puno Studio: está bien para el precio, aunque esperaba un poco más.",3,papeleria
886,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo. Y de paso, el diseño es precioso y funcional a la vez.",5,iluminacion
887,"Una de las peores experiencias de compra que he tenido. Compré una manta Bosque Design y el color no se parece nada a la foto del sitio. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo.",1,textil
888,¡Excelente! Llegó antes de lo prometido y muy bien embalado.,5,textil
889,Aplique de pared de Bosque Design: cumple lo básico pero nada extraordinario.,3,iluminacion
890,"Tiene varios detalles que no me convencieron. El cojín de Norden llegó con un rayón visible en la superficie. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,textil
891,"No cumplió del todo mis expectativas. El teclado mecánico de Casa Sur llegó golpeado por todos lados, el embalaje era pésimo. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,electronica
892,"Muy recomendado. Se nota el cuidado en los detalles y terminaciones. Además, es exactamente como se veía en las fotos.",5,iluminacion
893,"Una de las peores experiencias de compra que he tenido. Compré un cuaderno de diseño Cordillera Home y se despegó una parte a la semana de uso. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Además, el material se siente mucho más barato de lo que se ve en las fotos. Para peor, llegó con un rayón visible en la superficie. Una lástima, esperaba mucho más de esta marca.",1,papeleria
894,"Tiene varios detalles que no me convencieron. La manta de Lumina no coincide para nada con las medidas publicadas. Eso sí, quedó espectacular en el living.",2,textil
895,"Superó mis expectativas. Es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
896,"Esperaba mucho más por el precio que pagué. Compré una manta Lumina y venía con una pieza rota dentro de la caja. Además, el acabado tiene burbujas y marcas de fábrica. Para peor, el tamaño real es bastante menor al que aparece en la descripción. Pedí el reembolso y no pienso volver a comprar acá.",1,textil
897,Aplique de pared de Cordillera Home: el diseño me gusta pero la calidad es regular.,3,iluminacion
898,No cumplió del todo mis expectativas. El set de rotuladores de Rukan faltaban tornillos y tuve que comprarlos por mi cuenta.,2,papeleria
899,"Perfecto, tal cual se describe. Es exactamente como se veía en las fotos.",5,iluminacion
900,"Increíble calidad. Llegó antes de lo prometido y muy bien embalado. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,textil
901,"Realmente una mala experiencia de principio a fin. Compré un cargador rápido Puno Studio y el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, el acabado tiene burbujas y marcas de fábrica. No compraría de nuevo en esta tienda.",1,electronica
902,"Perfecto, tal cual se describe. Se nota el cuidado en los detalles y terminaciones. También quedó espectacular en el living.",5,papeleria
903,Escritorio de Casa Sur: cumple lo básico pero nada extraordinario.,3,mueble
904,"Realmente una mala experiencia de principio a fin. Compré una cinta LED Lumina y las instrucciones de armado están mal traducidas y no calzan con las piezas. Para peor, olía fuerte a químico los primeros días. Y lo peor: venía con una pieza rota dentro de la caja.",1,iluminacion
905,No cumplió del todo mis expectativas. La funda de sofá de Lumina las instrucciones de armado están mal traducidas y no calzan con las piezas.,2,textil
906,Muy recomendado. La calidad de los materiales superó mis expectativas.,5,iluminacion
907,"No cumplió del todo mis expectativas. La silla de Bosque Design el servicio al cliente no respondió ningún correo. Eso sí, es exactamente como se veía en las fotos.",2,mueble
908,Superó mis expectativas. Combina perfecto con el resto de mi decoración.,5,papeleria
909,"No cumplió del todo mis expectativas. El banco de Casa Sur faltaban tornillos y tuve que comprarlos por mi cuenta. Eso sí, combina perfecto con el resto de mi decoración.",2,mueble
910,Silla de Fabril: funciona bien pero el color es más apagado de lo que pensé.,3,mueble
911,"Cumple bien lo que promete. Combina perfecto con el resto de mi decoración. Lo único es que llegó golpeado por todos lados, el embalaje era pésimo.",4,mueble
912,"Superó mis expectativas. El proceso de compra y despacho fue impecable. Además, se nota el cuidado en los detalles y terminaciones.",5,mueble
913,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que llegó con un rayón visible en la superficie.,4,mueble
914,"Manta de Norden: llegó a tiempo, aunque el embalaje podría mejorar.",3,textil
915,Bastante conforme con el producto. El diseño es precioso y funcional a la vez. Lo único es que las instrucciones de armado están mal traducidas y no calzan con las piezas.,4,mueble
916,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó. También el diseño es precioso y funcional a la vez.",5,papeleria
917,"Una de las peores experiencias de compra que he tenido. Compré un set de rotuladores Rukan y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: olía fuerte a químico los primeros días. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
918,"Esperaba algo mejor, la verdad. El cojín de Bosque Design el acabado tiene burbujas y marcas de fábrica.",2,textil
919,"No lo recomiendo para nada. Compré un colgante LED Lumina y faltaban tornillos y tuve que comprarlos por mi cuenta. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, llegó con un rayón visible en la superficie.",1,iluminacion
920,"Una de las peores experiencias de compra que he tenido. Compré una silla Norden y venía con una pieza rota dentro de la caja. Además, el acabado tiene burbujas y marcas de fábrica. Además, las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: se despegó una parte a la semana de uso. No compraría de nuevo en esta tienda.",1,mueble
921,"Una de las peores experiencias de compra que he tenido. Compré un velador Casa Sur y el envío se demoró casi tres semanas más de lo prometido. Para peor, el servicio al cliente no respondió ningún correo. Definitivamente no vale lo que cuesta.",1,mueble
922,"Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Estudio Maule y olía fuerte a químico los primeros días. Para peor, el servicio al cliente no respondió ningún correo. Además, el material se siente mucho más barato de lo que se ve en las fotos. No compraría de nuevo en esta tienda.",1,papeleria
923,"¡Excelente! Se nota el cuidado en los detalles y terminaciones. Y de paso, el diseño es precioso y funcional a la vez.",5,mueble
924,Muy recomendado. El acabado se ve mucho más caro de lo que costó.,5,papeleria
925,Realmente una mala experiencia de principio a fin. Compré una cinta LED Tallerín y olía fuerte a químico los primeros días. Y lo peor: el color no se parece nada a la foto del sitio. Definitivamente no vale lo que cuesta.,1,iluminacion
926,Increíble calidad. Es exactamente como se veía en las fotos.,5,textil
927,"Realmente una mala experiencia de principio a fin. Compré un teclado mecánico Estudio Maule y las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,electronica
928,"Increíble calidad. El acabado se ve mucho más caro de lo que costó. Y de paso, quedó espectacular en el living.",5,papeleria
929,"Esperaba mucho más por el precio que pagué. Compré una repisa Bosque Design y las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
930,"¡Excelente! Es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
931,"¡Excelente! El diseño es precioso y funcional a la vez. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,mueble
932,"Esperaba algo mejor, la verdad. El colgante LED de Puno Studio el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, quedó espectacular en el living.",2,iluminacion
933,"Realmente una mala experiencia de principio a fin. Compré una repisa Norden y venía con una pieza rota dentro de la caja. Por si fuera poco, olía fuerte a químico los primeros días. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, no coincide para nada con las medidas publicadas.",1,mueble
934,"Muy decepcionado con esta compra. Compré un set de rotuladores Lumina y las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, olía fuerte a químico los primeros días. Sumado a eso, se despegó una parte a la semana de uso. Una lástima, esperaba mucho más de esta marca.",1,papeleria
935,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Puno Studio y se despegó una parte a la semana de uso. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, el color no se parece nada a la foto del sitio.",1,papeleria
936,Muy recomendado. Llegó antes de lo prometido y muy bien embalado.,5,iluminacion
937,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Bosque Design y el acabado tiene burbujas y marcas de fábrica. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Y lo peor: el envío se demoró casi tres semanas más de lo prometido. Una lástima, esperaba mucho más de esta marca.",1,papeleria
938,"Perfecto, tal cual se describe. Llegó antes de lo prometido y muy bien embalado.",5,textil
939,Muy buena compra en general. Se nota el cuidado en los detalles y terminaciones.,4,textil
940,No cumplió del todo mis expectativas. El velador de Lumina venía con una pieza rota dentro de la caja.,2,mueble
941,"No lo recomiendo para nada. Compré un cojín Casa Sur y el material se siente mucho más barato de lo que se ve en las fotos. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, venía con una pieza rota dentro de la caja. No compraría de nuevo en esta tienda.",1,textil
942,"Realmente una mala experiencia de principio a fin. Compré una silla Norden y se despegó una parte a la semana de uso. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, el servicio al cliente no respondió ningún correo. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,mueble
943,"Mesa de centro de Casa Sur: está bien para el precio, aunque esperaba un poco más.",3,mueble
944,"Increíble calidad. El acabado se ve mucho más caro de lo que costó. Y de paso, es exactamente como se veía en las fotos.",5,electronica
945,"Esperaba mucho más por el precio que pagué. Compré un cuaderno de diseño Lumina y llegó con un rayón visible en la superficie. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas. Sumado a eso, tuve que pagar de mi bolsillo la devolución, algo que no avisaron. No compraría de nuevo en esta tienda.",1,papeleria
946,Tiene varios detalles que no me convencieron. La manta de Casa Sur el material se siente mucho más barato de lo que se ve en las fotos.,2,textil
947,No cumplió del todo mis expectativas. La mesa de centro de Cordillera Home llegó con un rayón visible en la superficie.,2,mueble
948,"Una de las peores experiencias de compra que he tenido. Compré unos audífonos Rukan y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Para peor, el material se siente mucho más barato de lo que se ve en las fotos. Para peor, el color no se parece nada a la foto del sitio.",1,electronica
949,"¡Excelente! Combina perfecto con el resto de mi decoración. Además, es exactamente como se veía en las fotos.",5,iluminacion
950,Muy recomendado. Combina perfecto con el resto de mi decoración.,5,papeleria
951,¡Excelente! El proceso de compra y despacho fue impecable.,5,iluminacion
952,"Esperaba mucho más por el precio que pagué. Compré una alfombra Estudio Maule y las instrucciones de armado están mal traducidas y no calzan con las piezas. Para peor, el tamaño real es bastante menor al que aparece en la descripción. No compraría de nuevo en esta tienda.",1,textil
